,datapoint,attr_val,data_values,flipset_values,score
1,7,1,"[1, 1, 35, 36, 1, 6948, 2, 1, 1, 1, 1, 0, 2, 3, 0, 0, 2, 1]","[1.0, 1.0, 35.0, 36.0, 1.0, 6948.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 3.0, -0.0, 0.0, 2.0, 1.0]",0.5232931268568394
2,660,0,"[1, 0, 23, 12, 3, 1297, 3, 1, 1, 1, 1, 0, 2, 2, 0, 0, 4, 0]","[1.0, 0.0, 23.0, 12.0, 3.0, 1297.0, 3.0, 1.0, 1.0, 1.0, 1.0, -0.0, 2.0, 2.0, -0.0, 0.0, 4.0, 1.0]",0.5260945892082292
3,966,1,"[1, 1, 23, 27, 3, 2520, 4, 1, 1, 2, 1, 0, 2, 1, 0, 1, 2, 0]","[1.0, 1.0, 23.0, 27.0, 3.0, 2520.0, 4.0, 1.0, 1.0, 2.0, 1.0, -0.0, 2.0, 1.0, -0.0, 1.0, 2.0, 1.0]",0.5268227853292282
4,607,0,"[2, 0, 50, 36, 3, 2671, 4, 1, 1, 1, 1, 1, 2, 2, 0, 2, 4, 0]","[2.0, 0.0, 50.0, 36.0, 3.0, 2671.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, -0.0, 2.0, 4.0, 1.0]",0.5276818206749594
5,481,1,"[1, 1, 26, 24, 0, 1201, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0]","[1.0, 1.0, 26.0, 24.0, 0.0, 1201.0, 4.0, 1.0, 1.0, 1.0, 1.0, -0.0, 1.0, 2.0, -0.0, 1.0, 1.0, 1.0]",0.5278001908410084
0,618,0,"[2, 0, 21, 30, 2, 3441, 2, 1, 1, 1, 1, 1, 2, 2, 0, 0, 4, 0]","[2.0, 0.0, 21.0, 30.0, 2.0, 3441.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, -0.0, 0.0, 4.0, 1.0]",0.5278635033279322
1,197,0,"[2, 0, 27, 12, 2, 951, 4, 1, 1, 4, 1, 0, 1, 2, 0, 0, 4, 0]","[2.0, 0.0, 27.0, 12.0, 2.0, 951.0, 4.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 4.0, 1.0]",0.5297143699224414
2,118,0,"[2, 0, 23, 33, 2, 4281, 1, 1, 1, 2, 1, 0, 2, 2, 0, 1, 4, 0]","[2.0, 0.0, 23.0, 33.0, 2.0, 4281.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, 0.0, 1.0, 4.0, 1.0]",0.5311299747644496
3,205,1,"[1, 1, 38, 30, 1, 10623, 3, 1, 1, 3, 2, 0, 4, 3, 0, 2, 4, 1]","[1.0, 1.0, 38.0, 30.0, 1.0, 10623.0, 2.0, 1.0, 1.0, 3.0, 2.0, 0.0, 4.0, 3.0, -0.0, 2.0, 4.0, 1.0]",0.5317296916994028
4,604,0,"[2, 0, 23, 10, 2, 1275, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 0]","[2.0, 0.0, 23.0, 10.0, 2.0, 1275.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5336665668008158
5,814,1,"[1, 1, 46, 48, 0, 3931, 3, 1, 1, 1, 2, 0, 3, 2, 0, 2, 4, 1]","[1.0, 1.0, 46.0, 48.0, 0.0, 3931.0, 2.0, 1.0, 1.0, 1.0, 2.0, 0.0, 3.0, 2.0, -0.0, 2.0, 4.0, 1.0]",0.5343881034462998
0,73,0,"[2, 0, 41, 42, 9, 5954, 2, 1, 1, 2, 1, 0, 3, 1, 0, 1, 1, 0]","[2.0, 0.0, 41.0, 42.0, 9.0, 5954.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 3.0, 1.0, -0.0, 1.0, 1.0, 1.0]",0.5360981921513057
1,640,0,"[2, 0, 27, 18, 6, 750, 4, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[2.0, 0.0, 27.0, 18.0, 6.0, 750.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]",0.536876750533311
2,735,0,"[2, 0, 29, 36, 4, 3990, 3, 1, 0, 1, 1, 0, 1, 0, 0, 1, 2, 0]","[2.0, 0.0, 29.0, 36.0, 4.0, 3990.0, 3.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, -0.0, 1.0, 2.0, 1.0]",0.5368848172385476
3,893,1,"[1, 1, 34, 36, 1, 5800, 3, 1, 1, 2, 1, 0, 2, 2, 0, 1, 4, 1]","[1.0, 1.0, 34.0, 36.0, 1.0, 5800.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, -0.0, 1.0, 4.0, 1.0]",0.5375720025984809
4,805,1,"[1, 1, 24, 36, 0, 9271, 2, 1, 1, 1, 1, 0, 3, 2, 0, 1, 1, 1]","[1.0, 1.0, 24.0, 36.0, 0.0, 9271.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 3.0, 2.0, -0.0, 1.0, 1.0, 1.0]",0.5384005426684471
5,829,1,"[1, 1, 38, 48, 9, 6681, 4, 1, 0, 1, 2, 0, 2, 2, 0, 2, 4, 1]","[1.0, 1.0, 38.0, 48.0, 9.0, 6681.0, 3.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 2.0, -0.0, 2.0, 4.0, 1.0]",0.5388190820049101
0,610,0,"[2, 0, 22, 12, 4, 741, 4, 1, 1, 1, 1, 0, 0, 2, 1, 1, 3, 0]","[2.0, 0.0, 22.0, 12.0, 4.0, 741.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 1.0, 3.0, 1.0]",0.5392549735654744
1,556,0,"[2, 0, 28, 18, 0, 2278, 3, 1, 1, 2, 1, 0, 1, 2, 0, 1, 3, 0]","[2.0, 0.0, 28.0, 18.0, 0.0, 2278.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, -0.0, 1.0, 3.0, 1.0]",0.5395071987334735
2,639,1,"[1, 1, 26, 42, 3, 4370, 3, 1, 1, 2, 2, 0, 3, 2, 0, 1, 2, 1]","[1.0, 1.0, 26.0, 42.0, 3.0, 4370.0, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5396484671789823
3,67,0,"[1, 0, 22, 12, 0, 1007, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 1, 0]","[1.0, 0.0, 22.0, 12.0, 0.0, 1007.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 2.0, -0.0, 1.0, 1.0, 1.0]",0.5396731539133931
4,328,1,"[1, 1, 31, 36, 3, 4473, 4, 1, 1, 1, 1, 0, 4, 2, 0, 1, 2, 0]","[1.0, 1.0, 31.0, 36.0, 3.0, 4473.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 4.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.540549535340873
5,477,1,"[1, 1, 25, 24, 3, 5152, 4, 1, 1, 1, 1, 0, 3, 2, 0, 1, 2, 0]","[1.0, 1.0, 25.0, 24.0, 3.0, 5152.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 3.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5414300852489489
0,701,1,"[1, 1, 46, 48, 1, 6331, 4, 1, 1, 2, 1, 0, 4, 2, 0, 2, 4, 1]","[1.0, 1.0, 46.0, 48.0, 1.0, 6331.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 4.0, 2.0, -0.0, 2.0, 4.0, 1.0]",0.5415837356688114
1,368,1,"[1, 1, 42, 36, 2, 3446, 4, 1, 1, 1, 2, 0, 4, 2, 0, 1, 2, 0]","[1.0, 1.0, 42.0, 36.0, 2.0, 3446.0, 4.0, 1.0, 1.0, 1.0, 2.0, 0.0, 4.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5427636800106609
2,985,0,"[2, 0, 25, 15, 2, 1433, 4, 1, 1, 2, 1, 0, 2, 2, 0, 0, 3, 0]","[2.0, 0.0, 25.0, 15.0, 2.0, 1433.0, 4.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, -0.0, 0.0, 3.0, 1.0]",0.5457050095033504
3,666,1,"[1, 1, 34, 30, 2, 3496, 4, 1, 1, 1, 2, 0, 2, 2, 0, 1, 2, 1]","[1.0, 1.0, 34.0, 30.0, 2.0, 3496.0, 3.0, 1.0, 1.0, 1.0, 2.0, 0.0, 2.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5462956505442538
4,167,0,"[2, 0, 20, 11, 2, 1577, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0]","[2.0, 0.0, 20.0, 11.0, 2.0, 1577.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, -0.0, 1.0, 1.0, 1.0]",0.5463171756761552
5,993,1,"[1, 1, 30, 36, 2, 3959, 3, 1, 1, 1, 1, 0, 0, 3, 1, 1, 3, 1]","[1.0, 1.0, 30.0, 36.0, 2.0, 3959.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 3.0, 1.0]",0.5463868518323434
0,721,0,"[2, 0, 24, 6, 6, 433, 4, 1, 1, 1, 2, 0, 1, 2, 0, 0, 2, 0]","[2.0, 0.0, 24.0, 6.0, 6.0, 433.0, 4.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 2.0, -0.0, 0.0, 2.0, 1.0]",0.5465018678432927
1,130,0,"[2, 0, 24, 48, 0, 8487, 1, 1, 0, 1, 1, 0, 3, 2, 0, 1, 2, 0]","[2.0, 0.0, 24.0, 48.0, 0.0, 8487.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 3.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5483159692110997
2,242,1,"[1, 1, 24, 48, 1, 4605, 3, 1, 1, 2, 2, 0, 4, 2, 0, 2, 4, 1]","[1.0, 1.0, 24.0, 48.0, 1.0, 4605.0, 2.0, 1.0, 1.0, 2.0, 2.0, 0.0, 4.0, 2.0, -0.0, 2.0, 4.0, 1.0]",0.5483975740151624
3,783,0,"[2, 0, 23, 12, 0, 836, 4, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2, 0]","[2.0, 0.0, 23.0, 12.0, 0.0, 836.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, -0.0, 1.0, 2.0, 1.0]",0.5486625807406751
4,86,0,"[2, 0, 27, 18, 2, 1295, 4, 1, 1, 2, 1, 0, 1, 2, 0, 1, 1, 0]","[2.0, 0.0, 27.0, 18.0, 2.0, 1295.0, 4.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, -0.0, 1.0, 1.0, 1.0]",0.5486802391954138
5,474,0,"[1, 0, 33, 18, 3, 1245, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 0]","[1.0, 0.0, 33.0, 18.0, 3.0, 1245.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 2.0, 2.0, -0.0, 1.0, 2.0, 1.0]",0.5490870706671118
0,504,0,"[2, 0, 24, 24, 0, 1207, 3, 1, 1, 1, 1, 0, 1, 2, 0, 0, 4, 1]","[2.0, 0.0, 24.0, 24.0, 0.0, 1207.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 0.0, 4.0, 1.0]",0.5493146155290403
1,503,1,"[1, 1, 38, 24, 3, 1216, 4, 1, 1, 2, 2, 0, 1, 2, 0, 1, 4, 0]","[1.0, 1.0, 38.0, 24.0, 3.0, 1216.0, 4.0, 1.0, 1.0, 2.0, 2.0, 0.0, 1.0, 2.0, -0.0, 1.0, 4.0, 1.0]",0.5497216912296619
2,946,1,"[1, 1, 30, 24, 2, 3349, 4, 1, 1, 1, 2, 0, 1, 2, 0, 2, 4, 1]","[1.0, 1.0, 30.0, 24.0, 2.0, 3349.0, 3.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 2.0, -0.0, 2.0, 4.0, 1.0]",0.5500039144217095
3,387,1,"[1, 1, 40, 18, 2, 7374, 4, 1, 1, 2, 1, 0, 0, 3, 1, 1, 4, 1]","[1.0, 1.0, 40.0, 18.0, 2.0, 7374.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 3.0, 1.0, 1.0, 4.0, 1.0]",0.5500206310448591
4,229,1,"[1, 1, 22, 24, 2, 3149, 4, 1, 1, 1, 1, 0, 1, 2, 0, 2, 1, 0]","[1.0, 1.0, 22.0, 24.0, 2.0, 3149.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, -0.0, 2.0, 1.0, 1.0]",0.5501665416205704
5,355,1,"[1, 1, 23, 24, 0, 1246, 4, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2, 0]","[1.0, 1.0, 23.0, 24.0, 0.0, 1246.0, 4.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, -0.0, 1.0, 2.0, 1.0]",0.5511832285269238
0,15,0,"[2, 0, 32, 24, 3, 1282, 4, 1, 1, 1, 1, 0, 2, 1, 0, 1, 2, 0]","[2.0, 0.0, 32.0, 24.0, 3.0, 1282.0, 4.0, 1.0, 1.0, 1.0, 1.0, -0.0, 2.0, 1.0, -0.0, 1.0, 2.0, 1.0]",0.5531088817892053
1,347,0,"[2, 0, 23, 24, 3, 3758, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 4, 0]","[2.0, 0.0, 23.0, 24.0, 3.0, 3758.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 1.0]",0.5531895409328444
2,375,0,"[2, 0, 37, 48, 9, 7685, 2, 1, 1, 1, 1, 2, 3, 2, 0, 0, 4, 0]","[2.0, 0.0, 37.0, 48.0, 9.0, 7685.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.0, 0.0, 4.0, 1.0]",0.5535539826318236
3,201,0,"[1, 0, 27, 12, 0, 1168, 4, 1, 1, 1, 1, 0, 2, 1, 0, 1, 3, 0]","[1.0, 0.0, 27.0, 12.0, 0.0, 1168.0, 4.0, 1.0, 1.0, 1.0, 1.0, -0.0, 2.0, 1.0, -0.0, 1.0, 3.0, 1.0]",0.5540444163615953
4,583,1,"[1, 1, 33, 36, 5, 2384, 4, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1.0, 1.0, 33.0, 36.0, 5.0, 2384.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, -0.0, 0.0, 1.0, 1.0]",0.5544023955564044
5,706,1,"[1, 1, 24, 48, 0, 6560, 2, 1, 1, 1, 1, 0, 3, 2, 0, 1, 2, 1]","[1.0, 1.0, 24.0, 48.0, 0.0, 6560.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 3.0, 2.0, 0.0, 1.0, 2.0, 1.0]",0.5562550518789378
0,813,1,"[1, 1, 54, 48, 4, 3051, 3, 1, 1, 1, 1, 0, 2, 2, 0, 1, 4, 0]","[1.0, 1.0, 54.0, 48.0, 4.0, 3051.0, 3.0, 1.0, 1.0, 1.0, 1.0, -0.0, 2.0, 2.0, -0.0, 1.0, 4.0, 1.0]",0.5576683327094544
