,datapoint,attr_val,data_values,flipset_values,score
0,315,1,"[1, 1, 31, 36, 2, 2746, 4, 1, 1, 1, 1, 0, 4, 2, 0, 1, 4, 0]","[1, 1, 31, 36, 2, 2746, 4, 1, 1, 1, 1, 1.0, 4, 2, 0, 1, 4, 0]",1.0
1,312,0,"[2, 0, 26, 24, 2, 3749, 2, 1, 1, 1, 1, 0, 1, 2, 0, 1, 4, 0]","[2, 0, 26, 24, 2, 3749, 2, 1, 1, 1, 1, 1.0, 1, 2, 0, 1, 4, 0]",1.0
2,309,0,"[1, 0, 22, 9, 0, 276, 4, 1, 1, 1, 1, 0, 2, 1, 0, 0, 4, 0]","[1, 0, 22, 9, 0, 276, 4, 1, 1, 1, 1, 1.0, 2, 1, 0, 0, 4, 0]",1.0
3,862,0,"[2, 0, 35, 24, 3, 2439, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 4, 1]","[2, 0, 35, 24, 3, 2439, 4, 1, 1, 1, 1, 1.0, 1, 2, 0, 1, 4, 1]",1.0
4,387,1,"[1, 1, 40, 18, 2, 7374, 4, 1, 1, 2, 1, 0, 0, 3, 1, 1, 4, 1]","[1, 1, 40, 18, 2, 7374, 4, 1, 1, 2, 1, 1.0, 0, 3, 1, 1, 4, 1]",1.0
5,347,0,"[2, 0, 23, 24, 3, 3758, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 4, 0]","[2, 0, 23, 24, 3, 3758, 1, 1, 1, 1, 1, 1.0, 0, 0, 1, 0, 4, 0]",1.0
6,466,0,"[2, 0, 29, 24, 3, 1659, 4, 1, 1, 1, 1, 0, 1, 1, 0, 0, 2, 1]","[2, 0, 29, 24, 3, 1659, 4, 1, 1, 1, 1, 1.0, 1, 1, 0, 0, 2, 1]",1.0
7,893,1,"[1, 1, 34, 36, 1, 5800, 3, 1, 1, 2, 1, 0, 2, 2, 0, 1, 4, 1]","[1, 1, 34, 36, 1, 5800, 3, 1, 1, 2, 1, 1.0, 2, 2, 0, 1, 4, 1]",1.0
8,722,0,"[2, 0, 24, 12, 0, 1228, 4, 1, 1, 1, 1, 0, 2, 1, 0, 1, 2, 0]","[2, 0, 24, 12, 0, 1228, 4, 1, 1, 1, 1, 1.0, 2, 1, 0, 1, 2, 0]",1.0
9,721,0,"[2, 0, 24, 6, 6, 433, 4, 1, 1, 1, 2, 0, 1, 2, 0, 0, 2, 0]","[2, 0, 24, 6, 6, 433, 4, 1, 1, 1, 2, 1.0, 1, 2, 0, 0, 2, 0]",1.0
10,701,1,"[1, 1, 46, 48, 1, 6331, 4, 1, 1, 2, 1, 0, 4, 2, 0, 2, 4, 1]","[1, 1, 46, 48, 1, 6331, 4, 1, 1, 2, 1, 1.0, 4, 2, 0, 2, 4, 1]",1.0
11,666,1,"[1, 1, 34, 30, 2, 3496, 4, 1, 1, 1, 2, 0, 2, 2, 0, 1, 2, 1]","[1, 1, 34, 30, 2, 3496, 4, 1, 1, 1, 2, 1.0, 2, 2, 0, 1, 2, 1]",1.0
12,660,0,"[1, 0, 23, 12, 3, 1297, 3, 1, 1, 1, 1, 0, 2, 2, 0, 0, 4, 0]","[1, 0, 23, 12, 3, 1297, 3, 1, 1, 1, 1, 1.0, 2, 2, 0, 0, 4, 0]",1.0
13,650,1,"[1, 1, 50, 48, 6, 7476, 4, 1, 1, 1, 1, 0, 3, 3, 0, 2, 1, 1]","[1, 1, 50, 48, 6, 7476, 4, 1, 1, 1, 1, 1.0, 3, 3, 0, 2, 1, 1]",1.0
14,640,0,"[2, 0, 27, 18, 6, 750, 4, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[2, 0, 27, 18, 6, 750, 4, 1, 1, 1, 1, 1.0, 0, 0, 1, 1, 1, 0]",1.0
15,639,1,"[1, 1, 26, 42, 3, 4370, 3, 1, 1, 2, 2, 0, 3, 2, 0, 1, 2, 1]","[1, 1, 26, 42, 3, 4370, 3, 1, 1, 2, 2, 1.0, 3, 2, 0, 1, 2, 1]",1.0
16,634,0,"[2, 0, 25, 24, 0, 1355, 3, 1, 1, 1, 1, 0, 1, 1, 0, 1, 4, 1]","[2, 0, 25, 24, 0, 1355, 3, 1, 1, 1, 1, 1.0, 1, 1, 0, 1, 4, 1]",1.0
17,630,0,"[2, 0, 28, 24, 3, 3660, 2, 1, 1, 1, 1, 0, 2, 2, 0, 1, 4, 0]","[2, 0, 28, 24, 3, 3660, 2, 1, 1, 1, 1, 1.0, 2, 2, 0, 1, 4, 0]",1.0
18,618,0,"[2, 0, 21, 30, 2, 3441, 2, 1, 1, 1, 1, 1, 2, 2, 0, 0, 4, 0]","[2, 0, 21, 30, 2, 3441, 2, 1, 1, 1, 1, 2.0, 2, 2, 0, 0, 4, 0]",1.0
0,935,1,"[1, 1, 30, 30, 3, 1919, 4, 1, 1, 2, 1, 0, 1, 3, 0, 1, 3, 0]","[1, 1, 30, 30, 3, 1919, 4, 1, 1, 2, 1, 1.0, 1, 3, 0, 1, 3, 0]",1.0
1,610,0,"[2, 0, 22, 12, 4, 741, 4, 1, 1, 1, 1, 0, 0, 2, 1, 1, 3, 0]","[2, 0, 22, 12, 4, 741, 4, 1, 1, 1, 1, 1.0, 0, 2, 1, 1, 3, 0]",1.0
2,607,0,"[2, 0, 50, 36, 3, 2671, 4, 1, 1, 1, 1, 1, 2, 2, 0, 2, 4, 0]","[2, 0, 50, 36, 3, 2671, 4, 1, 1, 1, 1, 2.0, 2, 2, 0, 2, 4, 0]",1.0
3,593,0,"[2, 0, 20, 24, 0, 2718, 3, 1, 1, 1, 1, 0, 2, 1, 0, 0, 4, 1]","[2, 0, 20, 24, 0, 2718, 3, 1, 1, 1, 1, 1.0, 2, 1, 0, 0, 4, 1]",1.0
4,783,0,"[2, 0, 23, 12, 0, 836, 4, 1, 1, 1, 1, 0, 1, 1, 0, 1, 2, 0]","[2, 0, 23, 12, 0, 836, 4, 1, 1, 1, 1, 1.0, 1, 1, 0, 1, 2, 0]",1.0
5,556,0,"[2, 0, 28, 18, 0, 2278, 3, 1, 1, 2, 1, 0, 1, 2, 0, 1, 3, 0]","[2, 0, 28, 18, 0, 2278, 3, 1, 1, 2, 1, 1.0, 1, 2, 0, 1, 3, 0]",1.0
6,545,1,"[1, 1, 43, 24, 0, 1333, 4, 1, 1, 2, 2, 0, 0, 2, 1, 2, 2, 0]","[1, 1, 43, 24, 0, 1333, 4, 1, 1, 3.0, 2, 0, 0, 2, 1, 2, 2, 0]",1.0
7,477,1,"[1, 1, 25, 24, 3, 5152, 4, 1, 1, 1, 1, 0, 3, 2, 0, 1, 2, 0]","[1, 1, 25, 24, 3, 5152, 4, 1, 1, 1, 1, 1.0, 3, 2, 0, 1, 2, 0]",1.0
8,998,1,"[1, 1, 23, 45, 3, 1845, 4, 1, 1, 1, 1, 0, 2, 2, 0, 2, 4, 1]","[1, 1, 23, 45, 3, 1845, 4, 1, 1, 1, 1, 1.0, 2, 2, 0, 2, 4, 1]",1.0
9,462,0,"[2, 0, 34, 12, 2, 3017, 3, 1, 1, 1, 1, 0, 1, 3, 0, 0, 1, 0]","[2, 0, 34, 12, 2, 3017, 3, 1, 1, 1, 1, 1.0, 1, 3, 0, 0, 1, 0]",1.0
10,257,0,"[1, 0, 29, 12, 3, 2149, 4, 1, 1, 1, 1, 0, 2, 2, 0, 2, 1, 0]","[1, 0, 30.0, 12, 3, 2149, 4, 1, 1, 1, 1, 0, 2, 2, 0, 2, 1, 0]",1.0
11,338,1,"[1, 1, 28, 24, 2, 4169, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 4, 0]","[1, 1, 28, 24, 2, 4169, 4, 1, 1, 1, 1, 1.0, 2, 2, 0, 1, 4, 0]",1.0
12,946,1,"[1, 1, 30, 24, 2, 3349, 4, 1, 1, 1, 2, 0, 1, 2, 0, 2, 4, 1]","[1, 1, 30, 24, 2, 3349, 4, 1, 1, 1, 2, 1.0, 1, 2, 0, 2, 4, 1]",1.0
13,130,0,"[2, 0, 24, 48, 0, 8487, 1, 1, 0, 1, 1, 0, 3, 2, 0, 1, 2, 0]","[2, 0, 24, 48, 0, 8487, 1, 1, 0, 1, 1, 1.0, 3, 2, 0, 1, 2, 0]",1.0
14,116,0,"[2, 0, 30, 42, 3, 7174, 4, 1, 0, 1, 1, 0, 3, 3, 0, 1, 3, 1]","[2, 0, 30, 42, 3, 7174, 4, 1, 0, 1, 1, 1.0, 3, 3, 0, 1, 3, 1]",1.0
15,111,0,"[2, 0, 23, 15, 6, 392, 4, 1, 1, 1, 1, 0, 1, 2, 0, 0, 4, 1]","[2, 0, 23, 15, 7.0, 392, 4, 1, 1, 1, 1, 0, 1, 2, 0, 0, 4, 1]",1.0
16,950,0,"[1, 0, 40, 18, 9, 3590, 3, 1, 1, 3, 2, 0, 0, 0, 1, 1, 3, 1]","[1, 0, 40, 18, 9, 3590, 3, 1, 1, 3, 2, 1.0, 0, 0, 1, 1, 3, 1]",1.0
17,86,0,"[2, 0, 27, 18, 2, 1295, 4, 1, 1, 2, 1, 0, 1, 2, 0, 1, 1, 0]","[2, 0, 27, 18, 2, 1295, 4, 1, 1, 2, 1, 1.0, 1, 2, 0, 1, 1, 0]",1.0
18,153,0,"[2, 0, 29, 24, 1, 7758, 2, 1, 1, 1, 1, 0, 4, 2, 0, 0, 4, 0]","[2, 0, 29, 24, 1, 7758, 2, 1, 1, 1, 1, 1.0, 4, 2, 0, 0, 4, 0]",1.0
0,167,0,"[2, 0, 20, 11, 2, 1577, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0]","[2, 0, 20, 11, 2, 1577, 4, 1, 1, 1, 1, 1.0, 1, 2, 0, 1, 1, 0]",1.0
1,73,0,"[2, 0, 41, 42, 9, 5954, 2, 1, 1, 2, 1, 0, 3, 1, 0, 1, 1, 0]","[2, 0, 41, 42, 9, 5954, 2, 1, 1, 2, 1, 1.0, 3, 1, 0, 1, 1, 0]",1.0
2,197,0,"[2, 0, 27, 12, 2, 951, 4, 1, 1, 4, 1, 0, 1, 2, 0, 0, 4, 0]","[2, 0, 27, 12, 2, 951, 4, 1, 1, 4, 1, 1.0, 1, 2, 0, 0, 4, 0]",1.0
3,118,0,"[2, 0, 23, 33, 2, 4281, 1, 1, 1, 2, 1, 0, 2, 2, 0, 1, 4, 0]","[2, 0, 23, 33, 2, 4281, 1, 1, 1, 2, 1, 1.0, 2, 2, 0, 1, 4, 0]",1.0
4,966,1,"[1, 1, 23, 27, 3, 2520, 4, 1, 1, 2, 1, 0, 2, 1, 0, 1, 2, 0]","[1, 1, 23, 27, 3, 2520, 4, 1, 1, 2, 1, 1.0, 2, 1, 0, 1, 2, 0]",1.0
5,922,0,"[2, 0, 22, 9, 3, 1366, 3, 1, 1, 1, 1, 0, 1, 2, 0, 0, 4, 0]","[2, 0, 22, 9, 3, 1366, 3, 1, 1, 1, 1, 1.0, 1, 2, 0, 0, 4, 0]",1.0
6,985,0,"[2, 0, 25, 15, 2, 1433, 4, 1, 1, 2, 1, 0, 2, 2, 0, 0, 3, 0]","[2, 0, 25, 15, 2, 1433, 4, 1, 1, 2, 1, 1.0, 2, 2, 0, 0, 3, 0]",1.0
7,67,0,"[1, 0, 22, 12, 0, 1007, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 1, 0]","[1, 0, 22, 12, 0, 1007, 4, 1, 1, 1, 1, 1.0, 2, 2, 0, 1, 1, 0]",1.0
8,229,1,"[1, 1, 22, 24, 2, 3149, 4, 1, 1, 1, 1, 0, 1, 2, 0, 2, 1, 0]","[1, 1, 22, 24, 2, 3149, 4, 1, 1, 1, 1, 1.0, 1, 2, 0, 2, 1, 0]",1.0
9,988,1,"[1, 1, 29, 24, 1, 6579, 4, 1, 1, 1, 1, 0, 0, 3, 1, 2, 2, 1]","[1, 1, 29, 24, 1, 6579, 4, 1, 1, 1, 1, 1.0, 0, 3, 1, 2, 2, 1]",1.0
10,15,0,"[2, 0, 32, 24, 3, 1282, 4, 1, 1, 1, 1, 0, 2, 1, 0, 1, 2, 0]","[2, 0, 32, 24, 3, 1282, 4, 1, 1, 1, 1, 1.0, 2, 1, 0, 1, 2, 0]",1.0
11,10,0,"[2, 0, 25, 12, 0, 1295, 3, 1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0]","[2, 0, 25, 12, 0, 1295, 3, 1, 1, 1, 1, 1.0, 1, 2, 0, 0, 1, 0]",1.0
12,218,0,"[1, 0, 24, 24, 2, 3021, 2, 1, 1, 1, 1, 0, 2, 1, 0, 0, 2, 0]","[1, 0, 24, 24, 2, 3021, 2, 1, 1, 1, 1, 1.0, 2, 1, 0, 0, 2, 0]",1.0
13,813,1,"[1, 1, 54, 48, 4, 3051, 3, 1, 1, 1, 1, 0, 2, 2, 0, 1, 4, 0]","[1, 1, 54, 48, 4, 3051, 3, 1, 1, 1, 1, 1.0000000000000002, 2, 2, 0, 1, 4, 0]",1.0000000000000002
14,535,0,"[1, 0, 33, 21, 6, 2319, 2, 1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0]","[1, 0, 33, 21, 6, 2319, 2, 1, 1, 1, 1, 1.0000000000000002, 1, 2, 0, 0, 1, 0]",1.0000000000000002
15,287,1,"[1, 1, 31, 48, 10, 7582, 2, 1, 1, 1, 1, 1, 0, 3, 1, 2, 4, 1]","[1, 1, 31, 46.0, 10, 7582, 2, 1, 1, 1, 1, 1.0, 0, 3, 1, 2, 4, 1]",1.2360679774997898
16,235,1,"[1, 1, 30, 24, 3, 1823, 4, 1, 1, 1, 2, 0, 0, 3, 1, 1, 2, 0]","[1, 1, 30, 23.0, 3, 1823, 4, 1, 1, 1, 2, 1.0, 0, 3, 1, 1, 2, 0]",1.4142135623730951
17,623,0,"[2, 0, 22, 12, 2, 1858, 4, 1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0]","[2, 0, 22, 11.0, 2, 1858, 4, 1, 1, 1, 1, 1.0, 1, 2, 0, 0, 1, 0]",1.4142135623730951
18,727,0,"[2, 0, 25, 18, 3, 1882, 4, 1, 1, 2, 1, 0, 2, 2, 0, 0, 4, 0]","[2, 0, 25, 18, 3, 1882, 4, 1, 1, 3.0, 1, 1.0, 2, 2, 0, 0, 4, 0]",1.4142135623730951
0,407,0,"[1, 0, 27, 15, 3, 1053, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 0]","[1, 0, 27, 14.0, 3, 1053, 4, 1, 1, 1, 1, 1.0, 1, 2, 0, 1, 2, 0]",1.4142135623730951
1,596,0,"[2, 0, 23, 24, 0, 1442, 4, 1, 1, 2, 1, 0, 3, 2, 0, 0, 4, 0]","[2, 0, 23, 24, 0, 1442, 4, 1, 1, 3.0, 1, 1.0, 3, 2, 0, 0, 4, 0]",1.4142135623730951
2,896,0,"[2, 0, 28, 21, 3, 2606, 4, 1, 1, 1, 1, 0, 1, 3, 0, 0, 4, 1]","[2, 0, 28, 21, 3, 2606, 4, 1, 1, 1, 1, 1.9999999999999998, 1, 3, 0, 0, 4, 1]",2.0
3,470,0,"[1, 0, 22, 24, 3, 3092, 3, 1, 1, 1, 1, 0, 1, 2, 0, 0, 2, 1]","[1, 0, 22, 24, 3, 3092, 3, 1, 1, 1, 1, 2.0, 1, 2, 0, 0, 2, 1]",2.0
4,996,0,"[1, 0, 40, 30, 1, 3857, 4, 1, 1, 1, 1, 0, 2, 3, 0, 1, 4, 1]","[1, 0, 40, 30, 1, 3857, 4, 1, 1, 1, 1, 2.0, 2, 3, 0, 1, 4, 1]",2.0
5,993,1,"[1, 1, 30, 36, 2, 3959, 4, 1, 1, 1, 1, 0, 0, 3, 1, 1, 3, 1]","[1, 1, 30, 36, 2, 3959, 4, 1, 1, 1, 1, 2.0, 0, 3, 1, 1, 3, 1]",2.0
6,79,0,"[1, 0, 22, 30, 2, 3832, 2, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0]","[1, 0, 22, 30, 2, 3832, 2, 1, 1, 1, 1, 2.0, 1, 2, 0, 1, 1, 0]",2.0
7,761,0,"[2, 0, 24, 18, 2, 2124, 4, 1, 1, 2, 1, 0, 2, 2, 0, 0, 4, 0]","[2, 0, 24, 18, 2, 2124, 4, 1, 1, 2, 1, 2.0, 2, 2, 0, 0, 4, 0]",2.0
8,707,0,"[2, 0, 25, 12, 2, 2969, 4, 1, 1, 2, 1, 0, 1, 2, 0, 0, 3, 0]","[2, 0, 25, 12, 2, 2969, 4, 1, 1, 2, 1, 2.0, 1, 2, 0, 0, 3, 0]",2.0
9,583,1,"[1, 1, 33, 36, 5, 2384, 4, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 33, 36, 5, 2384, 4, 1, 1, 1, 1, 2.0, 1, 1, 0, 0, 1, 0]",2.0
10,29,1,"[1, 1, 63, 60, 9, 6836, 3, 1, 1, 2, 1, 0, 4, 2, 0, 1, 4, 1]","[1, 1, 63, 58.0, 9, 6836, 3, 1, 1, 2, 1, 0, 4, 2, 0, 1, 4, 1]",2.0
11,766,0,"[1, 0, 31, 30, 2, 3108, 2, 1, 1, 1, 1, 0, 1, 1, 0, 1, 4, 0]","[1, 0, 31, 30, 2, 3108, 2, 1, 1, 1, 1, 2.0, 1, 1, 0, 1, 4, 0]",2.0
12,612,0,"[2, 0, 29, 21, 3, 3357, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 0]","[2, 0, 29, 21, 3, 3357, 4, 1, 1, 1, 1, 2.0, 1, 2, 0, 1, 2, 0]",2.0
13,789,1,"[1, 1, 27, 40, 6, 5998, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 3, 1]","[1, 1, 27, 40, 6, 5998, 4, 1, 1, 1, 1, 2.0, 2, 2, 0, 1, 3, 1]",2.0
14,446,0,"[2, 0, 34, 36, 0, 1842, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 4, 1]","[2, 0, 34, 36, 0, 1842, 4, 1, 1, 1, 1, 2.0, 1, 2, 0, 1, 4, 1]",2.0
15,911,0,"[2, 0, 25, 24, 2, 4736, 2, 1, 1, 1, 1, 0, 1, 1, 0, 1, 4, 0]","[2, 0, 25, 24, 2, 4736, 2, 1, 1, 1, 1, 2.0, 1, 1, 0, 1, 4, 0]",2.0
16,438,1,"[1, 1, 65, 42, 5, 3394, 4, 1, 1, 2, 1, 1, 0, 0, 1, 1, 4, 0]","[1, 1, 65, 40.0, 5, 3394, 4, 1, 1, 2, 1, 1, 0, 0, 1, 1, 4, 0]",2.0
17,397,0,"[1, 0, 46, 36, 2, 2348, 3, 1, 1, 2, 1, 0, 2, 2, 0, 1, 2, 1]","[1, 0, 46, 34.0, 2, 2348, 3, 1, 1, 2, 1, 0, 2, 2, 0, 1, 2, 1]",2.0
18,273,1,"[1, 1, 28, 48, 3, 3060, 4, 1, 1, 2, 1, 0, 3, 2, 0, 1, 4, 0]","[1, 1, 28, 48, 3, 3060, 4, 1, 1, 2, 1, 2.0, 3, 2, 0, 1, 4, 0]",2.0
0,284,0,"[1, 0, 37, 24, 0, 3878, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 1]","[1, 0, 37, 24, 0, 3878, 4, 1, 1, 1, 1, 2.0, 1, 2, 0, 1, 2, 1]",2.0
1,131,1,"[1, 1, 29, 36, 6, 6887, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 3, 1]","[1, 1, 29, 36, 6, 6887, 4, 1, 1, 1, 1, 2.0, 2, 2, 0, 1, 3, 1]",2.0
2,815,0,"[2, 0, 54, 36, 0, 7432, 2, 1, 1, 1, 1, 0, 2, 2, 0, 0, 2, 0]","[2, 0, 54, 36, 0, 7432, 2, 1, 1, 1, 1, 2.0, 2, 2, 0, 0, 2, 0]",2.0
3,289,0,"[1, 0, 48, 24, 3, 1024, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 4, 0]","[1, 0, 48, 24, 3, 1024, 4, 1, 1, 1, 1, 2.0, 1, 2, 0, 1, 4, 0]",2.0
4,866,0,"[2, 0, 27, 18, 3, 2389, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 1, 0]","[2, 0, 27, 18, 3, 2389, 4, 1, 1, 1, 1, 2.0, 1, 2, 0, 1, 1, 0]",2.0
5,230,1,"[1, 1, 26, 36, 3, 4210, 4, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 0]","[1, 1, 26, 36, 3, 4210, 4, 1, 1, 1, 1, 2.0, 2, 2, 0, 1, 2, 0]",2.0
6,926,0,"[2, 0, 21, 18, 2, 1049, 4, 1, 1, 1, 1, 0, 1, 2, 0, 0, 4, 0]","[2, 0, 21, 18, 2, 1049, 4, 1, 1, 1, 1, 2.0, 1, 2, 0, 0, 4, 0]",2.0
7,191,1,"[1, 1, 34, 48, 9, 3844, 4, 1, 1, 1, 2, 0, 3, 1, 0, 2, 4, 0]","[1, 1, 34, 48, 9, 3844, 4, 1, 1, 1, 2, 2.0, 3, 1, 0, 2, 4, 0]",2.0
8,840,1,"[1, 1, 29, 36, 2, 5179, 4, 1, 1, 1, 1, 0, 3, 2, 0, 1, 2, 0]","[1, 1, 29, 36, 2, 5179, 4, 1, 1, 1, 1, 2.0000000000000004, 3, 2, 0, 1, 2, 0]",2.0000000000000004
9,704,0,"[2, 0, 32, 27, 9, 2528, 4, 1, 1, 1, 2, 0, 1, 2, 0, 1, 1, 1]","[2, 0, 32, 25.0, 9, 2528, 4, 1, 1, 1, 2, 1.0, 1, 2, 0, 1, 1, 1]",2.23606797749979
10,44,0,"[2, 0, 58, 48, 1, 6143, 4, 1, 1, 2, 1, 0, 4, 1, 0, 2, 4, 0]","[2, 0, 58, 47.0, 1, 6143, 4, 1, 1, 2, 1, 2.0, 4, 1, 0, 2, 4, 0]",2.23606797749979
11,321,0,"[1, 0, 32, 24, 3, 1938, 4, 1, 1, 1, 1, 0, 1, 2, 0, 1, 3, 0]","[1, 0, 32, 24, 3, 1938, 4, 1, 1, 1, 1, 2.0, 1, 2, 1.0, 1, 3, 0]",2.23606797749979
12,739,0,"[2, 0, 26, 30, 9, 4280, 4, 1, 1, 2, 1, 0, 2, 1, 0, 0, 4, 0]","[2, 0, 26, 30, 9, 4280, 4, 1, 1, 2, 1, 2.0, 2, 1, 1.0, 0, 4, 0]",2.23606797749979
13,141,0,"[2, 0, 30, 36, 3, 4795, 4, 1, 1, 1, 1, 0, 1, 3, 0, 1, 1, 1]","[2, 0, 30, 36, 3, 4795, 4, 1, 1, 1, 1, 2.0, 1, 3, 1.0, 1, 1, 1]",2.23606797749979
14,952,0,"[2, 0, 28, 24, 1, 4113, 3, 1, 1, 1, 1, 0, 1, 2, 0, 0, 4, 0]","[2, 0, 28, 24, 1, 4113, 3, 1, 1, 1, 1, 2.0, 1, 2, 1.0, 0, 4, 0]",2.23606797749979
